Symbols,Price,IsUptrend,AboveMA,Yearly_Profit_20%,Quarterly_Profit_Growth,Revenue_Growth,EPS_Growth,Symptoms_Count
FBK,51.04,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
FBMS,33.93,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
FCF,16.79,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
FCT,10.27,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
FDP,33.03,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
FDX,275.88,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
FFA,20.01,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
FG,41.37,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
FGB,4.16,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
FHI,40.77,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
FHN,19.27,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
FI,202.26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
FIHL,17.77,TRUE,FALSE,y_no_gp,q_no_gp,TRUE,FALSE,2
FINV,6.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
FLR,50.08,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
FLS,58.15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
FLUT,261.34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
FMS,22.48,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
FNB,14.4,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
FOA,24.5,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
FOF,12.36,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
FPI,12.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
FRA,13.85,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
FRT,109.55,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
FSCO,6.68,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
FSK,21.22,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
FSS,91.77,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
FT,7.22,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
FTHY,14.43,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
FTI,28.63,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
FTK,7.36,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
FUBO,1.32,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2
FUN,46.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
FVRR,32,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
G,42.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GAB,5.36,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
GATX,156.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GBCI,49.55,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
GBLI,36,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
GBTG,9.32,TRUE,TRUE,FALSE,FALSE,FALSE,insufficient,2
GCO,40.59,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GCV,3.8,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,insufficient,2
GDDY,202.94,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GDV,23.77,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
GEO,28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GGZ,12.14,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
GHM,40.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GHY,12.46,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
GIL,46.77,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GJH,9.6922,TRUE,TRUE,y_empty,q_no_gp,cant_fetch,cant_fetch,2
GJO,24.99,TRUE,TRUE,y_empty,q_no_gp,cant_fetch,cant_fetch,2
GJP,25.04,TRUE,TRUE,y_empty,q_no_gp,cant_fetch,cant_fetch,2
GJR,24.95,TRUE,TRUE,y_empty,q_no_gp,cant_fetch,cant_fetch,2
GJS,23.05,TRUE,TRUE,y_empty,q_no_gp,cant_fetch,cant_fetch,2
GJT,22.7402,TRUE,TRUE,y_empty,q_no_gp,cant_fetch,cant_fetch,2
GKOS,143.74,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GL,105.91,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
GLOB,223.28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GLP,47.04,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GLW,47.06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GM,50.34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GME,29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GMED,81.94,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GNRC,156.12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GNTY,33.82,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
GNW,6.96,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
GOF,15.08,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
GOLF,69.25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GRC,39.59,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GRMN,205.42,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GTES,20.23,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GTY,30.26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GVA,90,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
GWRE,172.06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
HAYW,15.34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
HBI,8.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
HDB,64.32,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
HESM,35.86,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
HG,18.96,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
HGTY,10.62,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
HHH,75.32,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
HIO,3.91,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
HIX,4.26,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
HLI,172.74,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
HLT,245.75,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
HMN,39.43,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
HNI,50.93,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
HOMB,28.11,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
HPE,20.76,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
HRI,183.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
HRTG,11.52,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
HSBC,48.15,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
HTFB,24.45,TRUE,TRUE,y_empty,q_no_gp,cant_fetch,cant_fetch,2
HTFC,24.12,TRUE,TRUE,y_empty,q_no_gp,cant_fetch,cant_fetch,2
HWM,109.35,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
HYAC,10.76,TRUE,TRUE,y_empty,q_no_gp,cant_fetch,FALSE,2
HYB,8.14,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
HYT,9.64,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
IAG,5.09,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
IBM,223.92,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
IBN,30.07,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
IDT,47.87,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
IFS,28.94,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
IGA,9.13,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
IGD,5.34,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
IMAX,24.85,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
INFY,23.42,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
INGR,138.78,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
INSP,185.42,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
IONQ,37.76,TRUE,TRUE,FALSE,FALSE,insufficient,FALSE,2
IP,53.84,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
IRS,15.04,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
IRT,19.91,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
ISD,13.43,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
ITGR,132.89,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
ITT,142.53,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
IVT,29.56,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
IVZ,16.78,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
J,134.06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
JBK,26.45,TRUE,TRUE,y_empty,q_no_gp,cant_fetch,cant_fetch,2
JBT,123.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
JCE,15.23,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
JCI,78.71,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
JEF,75.26,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
JFR,8.75,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
JGH,12.85,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
JHG,41.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
JHI,13.73,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
JLL,246.93,TRUE,TRUE,FALSE,q_no_gp,FALSE,FALSE,2
JLS,17.91,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
JOBY,7.23,TRUE,TRUE,y_insuffidata,q_insuffidata,insufficient,FALSE,2
JPC,7.83,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
JPM,232.96,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
JQC,5.69,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
JRS,8.09,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
JWN,24.06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
JXN,86.33,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
K,80.34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
KAR,20.29,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
KBDC,16.43,TRUE,FALSE,y_no_gp,q_no_gp,TRUE,FALSE,2
KD,34.18,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
KEN,29.34,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
KEY,16.81,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
KGS,38.94,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
KIM,23.01,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
KKR,143.53,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
KMI,26.24,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
KMPB,22.9,TRUE,TRUE,y_empty,q_no_gp,cant_fetch,cant_fetch,2
KMPR,64.19,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
KMX,84.23,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
KN,19.54,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
KNF,100.03,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
KNTK,54.57,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
KNX,52.28,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
KODK,6.88,TRUE,TRUE,FALSE,FALSE,FALSE,insufficient,2
KRC,38.91,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
KRG,24.49,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
KT,16.12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
KTB,86.27,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
KVUE,21.61,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
KYN,11.81,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
L,81.66,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
LADR,11.2,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
LANV,1.96,TRUE,TRUE,FALSE,q_no_gp,FALSE,cant_fetch,2
LAZ,50.49,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
LC,16.3,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
LFT,2.72,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
LH,226.97,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
LNG,205.94,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
LNN,123.09,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
LOMA,11.79,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
LPX,103.14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
LRN,106.08,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
LTC,34.81,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
LTM,27.57,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2
LUMN,6.06,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
LUV,32.78,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
LZB,42.54,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
MAA,149.43,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
MAC,19.92,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
MAIN,55.61,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
MANU,17.08,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
MATX,136.73,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
MC,71.72,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
MCB,58.48,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
MCI,19.6,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
MCS,21.44,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
MCY,68.19,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
MD,14.25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
MDU,17.98,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
MET,80.11,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
MFAN,25.24,TRUE,TRUE,y_empty,q_no_gp,cant_fetch,cant_fetch,2
MFC,30.08,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
MFG,4.87,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
MHI,9.39,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
MIR,17.57,TRUE,TRUE,FALSE,FALSE,insufficient,FALSE,2
MITN,25.165,TRUE,TRUE,y_empty,q_no_gp,cant_fetch,cant_fetch,2
MLI,79.49,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
MLNK,21.09,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
MLR,67.17,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
MMI,37.64,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
MO,52.99,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
MOV,19.57,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2
MP,16.18,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
MPLX,46.14,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
MPV,17.07,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
MS,120.5,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
MSB,29.35,TRUE,TRUE,FALSE,q_no_gp,FALSE,FALSE,2
MSDL,20.64,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
MSGS,223.79,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
MTB,185.42,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
MUE,10.15,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
MUFG,11.5,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
MUI,12.18,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
MWA,22.87,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
MYTE,7.05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
NATL,31.83,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
NAZ,11.38,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
NBHC,42.64,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
NBXG,12.72,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
NCLH,25.41,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
NCV,3.46,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
NCZ,3.13,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
NDP,39.64,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
NEXA,8.13,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
NFG,59.33,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
NFJ,12.16,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
NGVC,39.16,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
NI,35.87,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
NIC,105.51,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
NIE,23.49,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
NJR,46.03,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
NLOP,30.69,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
NMS,12.73,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
NMT,11.49,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
NOM,11.74,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
NOVA,3.37,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
NPFD,18.62,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
NPO,175.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
NPV,12.93,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
NRDY,1.6,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2
NREF,15.95,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
NRG,89.25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
NRP,103.25,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
NTB,35.97,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
NTG,51.939,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
NTST,13.84,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
NWG,10.07,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
NWN,39.61,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
NXG,40.72,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
NXRT,41.64,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
O,51.76,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2
OBDC,15.16,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
OBDE,14.95,TRUE,FALSE,y_no_gp,q_no_gp,TRUE,FALSE,2
OBK,32.77,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
OFG,41,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
OKE,97.66,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
OLP,27.38,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
OMF,51.18,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
ONIT,31.05,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
ONL,3.76,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
OOMA,14.41,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
OPFI,7.22,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
OPY,61.81,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
ORC,7.84,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
ORCL,168.79,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
ORI,35.69,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
OUT,17.59,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
OWLT,4.46,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
PAG,157,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
PAM,84.97,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
PAR,75.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
PATH,12.74,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2
PB,74.11,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
PBH,78.66,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
PBI,7.15,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
PCG,19.42,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
PDX,24.39,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
PFGC,84.46,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
PFS,18.64,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
PG,169.19,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2
PGR,239.71,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,FALSE,2
PHD,9.61,TRUE,TRUE,y_no_gp,q_no_gp,FALSE,cant_fetch,2
